,CYFZ_PBMC,FY2H_PBMC,FLWA_PBMC,X453W_PBMC,X684C_PBMC,CZJE_PBMC,X925L_PBMC,X9JD4_PBMC,G4YW_PBMC,X4DUY_PBMC,X36TS_PBMC,CR3L_PBMC
C3orf38,32.294646,38.0617,35.770614,49.00987,34.13588,38.69628,41.300692,22.907725,26.844783,29.314412,31.91715,37.002086
PROS1,2.99578,23.59386,3.8155056,5.569056363,2.4984676,6.61516,4.633,4.12525,3.3708,4.915190164,13.695968,2.117725
ARL13B,7.06381,4.865563001,16.46909,7.124729,7.265022176,8.378397,9.6967536,5.341712001,11.52566,6.696426,8.959277046,4.264678
NSUN3,17.812736,14.618307,12.001997,23.952519,17.7266624,18.586357,17.969804,17.5838449,20.070634,13.979165,17.543317,16.578237
ARL6,3.91121,1.05262,4.065589,3.495188,5.090028,3.6621608,5.604005,2.50184,2.496220271,3.039435,1.064773359,1.529808
CRYBG3,1.14994,3.714599,3.202033,1.848501,4.958066,4.82895,3.41966,4.06801,5.25653,2.50654,1.91544,4.137342
CLDND1,177.2147989,120.4033566,205.34861,207.545879,214.1411985,191.3202807,154.662371,125.5740691,150.834608,168.0565463,117.072356,185.6368795
CPOX,2.701641,3.51622,6.847152,6.4476014,3.40422,3.822273,4.775114,3.37995,6.300184,7.315292,1.91668,1.186457
ST3GAL6,28.26669979,46.088015,34.729957,26.42534495,47.94916801,33.811102,35.09497,21.1374569,38.36013622,29.62367752,22.716418,22.06376637
DCBLD2,1.353478,2.107066,5.261657,4.158869,3.3811804,4.5173616,5.822342,1.72951,4.4884141,0.376804,2.0684059,4.798641
CMSS1,22.734523,9.192615,28.615444,17.01293,12.743404,17.765638,13.668288,17.620402,22.074705,15.956871,14.5796868,19.643757
TBC1D23,23.555785,28.293125,15.146961,35.83167,32.339065,22.60491,23.838895,20.787161,22.706119,30.86161,15.82951,25.9117802
NIT2,30.028257,32.804259,27.6537427,24.358722,30.863258,33.131136,25.293013,26.623373,29.04391,33.698647,24.141745,26.605507
TFG,67.605105,72.541227,89.807676,89.101382,92.45819354,69.606287,67.753705,76.756573,63.313376,71.198341,59.228721,67.37919
SENP7,31.293688,30.21783,44.678757,40.72429,38.362347,33.87160963,38.355584,24.094934,32.469425,32.720369,33.192745,47.617804
TRMT10C,23.445517,30.12642,28.62946,27.7494,25.4542,22.312581,17.5541,16.7985,22.39235,18.7698,16.924634,18.32260869
PCNP,96.364416,131.7211788,128.078045,149.689774,143.6331,129.01236,76.931042,69.37928,64.946948,69.423938,62.437772,84.939716
ZBTB11,19.96768,20.62792,11.97249,26.963169,26.49325,17.32854,25.64328,20.82802,24.14751,22.469294,24.52569,23.432409
RPL24,127.348364,98.21943,189.89512,114.51375,94.38804,134.555459,159.878709,179.20654,167.10265,124.519155,158.4916,84.17257
CEP97,3.371708,4.347223,6.974527,7.81396,4.92503,4.770496,8.255908,6.798038,5.451716,7.764152,7.268201279,8.72517
NXPE3,21.769829,34.91188,31.37375,45.29625,49.80783,22.267097,18.512887,16.52945,16.22795008,32.689172,11.030307,29.23618
NFKBIZ,1160.28006,308.497974,345.588985,336.8072,253.956767,326.099663,481.702737,121.2825133,117.1834828,237.3317122,407.79412,356.186
ALCAM,8.651741,17.48457538,21.1793603,7.465214,10.70325,15.84036,13.694102,6.963594,15.109287,14.78641,15.9720546,13.608046
CBLB,51.57256,27.249025,41.95652,56.110222,41.789144,56.55826,48.717296,48.3414685,41.231258,47.425796,33.607541,51.50649
BBX,84.841845,66.05162,67.149206,90.140345,70.056753,99.96934545,87.896723,69.636266,60.480634,64.62520819,57.924173,101.343556
CD47,335.9877,358.88986,261.00394,354.9988,300.6677,361.5093,257.09997,245.04998,255.77082,283.91963,316.54512,318.5044
IFT57,51.600449,28.4222,51.94341,40.32044,50.40638,90.1369,59.96338,35.55747,34.17394,49.36392,47.87367,73.68147
DZIP3,12.34876,5.304271,16.34495,11.493474,7.77178,13.642763,16.28927,7.395416,8.150111,7.86242,10.133431,8.688718
TRAT1,86.73115,51.16125274,94.27915,73.85443,96.82054,79.2063,63.60945,84.5704,62.70627,94.43513,45.33962,65.39364
CD96,101.887485,97.75553,109.253979,131.5556,112.7119003,137.827235,91.72456,99.24622,110.79249,102.27471,71.620094,130.41051
PHLDB2,3.119913013,0.47209,3.2633157,4.875488438,3.600930292,6.097279704,3.899050734,2.812458746,4.9911283,3.839738,2.1161826,5.127302656
ABHD10,29.319658,45.69792,48.89883,33.157194,47.1865,28.74809,28.36926,30.83944,43.46811,31.76281,16.60064,29.87864
GCSAM,11.714216,3.408844,19.165871,8.30234,22.998037,11.893346,22.396646,20.280004,22.192874,16.4368095,7.001436655,10.048353
CD200,5.21172,6.640437105,7.227134,3.981986498,18.626779,11.504558,16.51811171,9.6962211,11.231375,7.186824,6.58854,22.67931
BTLA,21.77706,20.3247,25.22015,13.418058,26.26561,23.9957,53.88186,22.67141,31.904245,37.583388,16.59514,19.58745
ATG3,205.681181,228.06541,203.735152,250.733339,243.14401,182.500276,168.492402,171.811789,181.55557,208.8799677,167.280384,180.3054806
SLC35A5,43.46423,29.830588,44.9529,31.744694,45.9026503,44.02074001,37.15052,40.852619,47.986522,67.04423,30.68373,36.16933
CD200R1,15.26554,5.726594,23.37456,12.26213,16.730605,16.89107,16.081275,20.488103,9.22908,14.86346,13.90966,16.359457
GTPBP8,14.882136,9.5995153,10.353366,22.37017,18.83582,23.929165,17.462641,15.4269,17.063688,14.086599,15.888426,14.902062
SPICE1,8.279874,4.406955,5.49863,7.089279,9.99404,8.67882,17.88435017,10.727709,12.328904,12.346956,8.757718,13.12784
SIDT1,49.772778,29.898007,30.329512,53.297811,42.135453,37.464605,53.475446,33.602198,32.405097,24.763796,26.141008,50.058417
NAA50,87.646862,79.778307,77.041504,92.44581,92.725175,73.884436,79.64244692,55.805117,53.024721,87.06869,73.356343,70.972586
ATP6V1A,51.92977,63.101333,51.19807,52.559596,55.66436,62.70926815,57.354329,43.497902,55.603572,65.344039,70.761316,81.0582
GRAMD1C,1.5120456,0.46284,6.4730749,3.683852,1.7288925,3.7972447,2.909743,3.324332,2.165322,1.6200488,1.2919072,3.370636
ZDHHC23,1.334723,0.469289,1.15297,2.713377,0.508523,0.6732994,1.0666597,1.2194152,1.673501516,2.0032163,0.3330773,0.3864576
ZNF80,2.94821,1.70303,0.300169,1.110204,3.268845,1.20756,5.027189193,1.50149379,0.9020725,1.0997422,0.960196,0.855332
TIGIT,42.71933,25.189018,28.012882,24.387763,27.92161,22.40863,60.815051,64.108108,36.66406,28.643861,17.815305,15.650688
ZBTB20,65.525318,59.558496,44.598379,65.081512,80.198738,72.684321,77.636355,55.38379,57.382399,61.320652,50.515822,96.433491
B4GALT4,13.0596398,12.666367,12.69593,12.000877,15.32131401,16.01654537,14.77130866,9.323108,21.429164,15.081883,15.823472,15.5809808
ARHGAP31,6.96717,9.37894,5.28055,7.50219,4.29522,4.400081,7.19822,4.38305,9.23856,9.28626,5.61806,5.86817
TMEM39A,25.94030647,20.966156,18.73861517,26.0413256,18.30293085,21.817107,23.725756,31.427897,28.906383,33.46438537,18.772048,30.249537
POGLUT1,46.488349,43.217991,51.362864,74.682449,54.634099,47.212379,45.18089,47.689866,46.098799,49.98305,34.303153,37.397145
TIMMDC1,78.496147,83.38004,63.403939,91.919945,100.227402,74.352042,58.42948,77.593888,70.70724,72.81471,58.645537,63.529808
ADPRH,15.742403,16.9851,10.782594,16.962266,12.73073,18.340145,18.93316,8.944904,18.725484,22.455085,17.408972,7.556828
POPDC2,9.072273,3.517863,6.932119,1.881938,4.582169,3.445246,3.322208,2.23107,9.398563,3.083870002,2.91992,3.94427
COX17,12.405528,16.633957,24.004172,18.723922,20.98664,20.96944,18.597697,11.86292,24.856114,21.07555,14.287839,14.682294
GSK3B,10.97558,11.48121,14.15636,14.92751,5.50675,13.42564,15.6487,16.74733,20.11737,10.13499629,11.073663,25.51111
LRRC58,8.22016,9.5241,15.2116,13.3628,11.9276,8.05779,9.68089,12.1935,11.2626,12.2406,8.72391,16.6311
FSTL1,3.6025518,1.862221,2.881748,3.133693,2.30223,2.057788,8.90102,1.847087,1.1306174,2.83202,9.16301,1.911173
NDUFB4,80.03729,36.75839,42.70858,39.85702,132.37164,107.55106,30.96635,42.60665,58.35105,79.660524,29.94167,133.7189
HGD,11.75697,7.7111,10.186361,3.930782,7.74492,3.998811,5.006002,5.08195,4.9022437,6.032206,7.74865,5.07629
RABL3,15.539071,25.071931,17.01362,12.61604677,21.52371501,17.28211,21.028225,23.89156,19.646044,14.96476536,8.701148,15.65102
GTF2E1,16.30874,19.27695,18.087919,8.9192,14.89497,8.150831,18.7466,16.8931,17.088189,20.97369,4.90945,12.2027
HCLS1,567.70183,790.68249,723.56632,807.32172,713.26578,732.4793,545.92195,523.584521,579.802968,610.64731,606.45856,645.44397
GOLGB1,24.151665,18.065184,18.643785,20.947948,26.572751,41.83241012,29.8777101,24.754669,27.375793,24.5105268,26.847811,44.17973031
IQCB1,23.712314,26.989055,30.36812,27.655216,30.19231,36.908771,26.789407,27.0910255,26.22122008,23.68906,16.4597,45.03193
EAF2,55.488937,44.62972,36.533901,36.51727,73.30207,59.308776,56.40604,37.257311,40.334261,36.25795,32.488,48.500409
SLC15A2,4.723482,8.20551,7.609553,5.616261,7.02937,1.978629713,11.90693,2.591108,10.0561735,6.292525,6.207937,5.041333
CD86,114.233996,171.580259,103.342628,83.88546,127.699055,127.92506,99.461129,96.143523,110.793948,91.332374,120.236782,138.30384
CSTA,20.88721,17.159526,34.401111,21.02327,15.18323,20.45129,28.12482,26.55045,41.01539,21.375415,18.891776,21.41311
CCDC58,12.63397,12.315746,10.67539,3.965834,8.87082,10.90186,14.384159,5.329785,4.214953,16.053513,5.299883,5.713797
FAM162A,20.77955,12.4968,18.8045,10.54592,16.11742,14.27107,17.52755,17.2924,13.4469,12.31465,12.408544,14.12727
WDR5B,3.03002,2.97339,2.39218,2.21388,4.18233,0.772138,4.74688,3.44293,3.92321,8.65905,0.310895,0.711522
KPNA1,40.088651,51.0880741,31.78786649,38.22726,46.46889,45.41868013,32.6261601,37.61763,37.1081,43.926566,31.699876,41.259545
PARP9,58.77797,140.95719,61.521159,69.93925,65.3899,49.88761,48.09683,71.28288,70.86673,69.0904,40.45618,44.51115
DTX3L,33.1778,55.7826,27.5124,30.2737,31.5553,24.3001,33.2735,29.3222,31.868633,30.7762,18.9722,20.7093
PARP15,45.1624,48.687836,69.97683,72.96545,52.17193,52.7233096,48.12363,49.45206,32.876546,33.33422,33.9541118,58.768553
PARP14,32.3004323,61.880146,25.831813,29.320388,33.843801,24.4756,30.365514,26.680333,33.276424,31.009413,30.782974,25.2078394
HSPBAP1,25.079193,27.772428,27.60751,40.07857,36.35932,39.8098,51.15249,43.07971,43.63631,45.43493,25.80921,46.339542
PDIA5,5.9545762,6.27239,7.588181,9.905081,4.5512183,2.905005,4.7623978,7.581907,8.902313,5.252181,4.9938,8.2790499
SEC22A,22.3677565,31.92257,23.387902,26.32089896,35.7512,23.34614,20.504312,27.4051499,28.6525,36.58469653,13.54771,25.9006792
MYLK,43.690295,38.3426531,66.3829417,27.909173,36.0448518,51.52243645,44.787513,37.0966133,20.48831585,43.6103618,35.65565,59.86159689
CCDC14,11.7181673,22.0608105,25.341724,23.691386,26.1193009,8.9770917,16.001996,14.4677559,27.0637664,11.6651463,12.315811,19.53363161
KALRN,1.638359,3.6280061,0.1515372,0.607453,2.78712,1.5110525,6.2958466,2.1159585,2.67933,2.715231,4.3446749,2.3104079
UMPS,22.392194,17.33472596,27.891048,19.838705,29.87208,17.006315,21.671189,35.841114,27.724261,21.264819,17.333711,20.128331
HEG1,12.76493,3.19335,10.50916,10.10425,8.940669,5.763538,6.678264,8.973942,7.236808,11.35628,7.8593,5.398759
ZNF148,32.627019,19.684092,31.184368,32.80043,30.335778,31.998683,31.896813,26.4177,27.88773,37.42462,28.8897,35.92619
SNX4,36.39653,42.313696,42.84367,50.97319,53.02319,45.82356,36.132191,27.401024,24.407141,31.012808,28.55844,34.1672
OSBPL11,18.4027,27.5019,27.546,22.3701,30.6998,19.5251,25.199,20.8531,24.6332,26.9516,20.3064,27.8366
SLC41A3,21.5780929,12.88236313,10.7186504,16.082343,20.180648,16.002373,16.733206,17.496465,21.383137,19.733688,19.620577,9.279815308
ZXDC,5.818755,3.5837505,8.67945,6.476061,4.405915,4.295591,7.568301,7.46629,8.366889,6.691417,6.34262,9.24034
CHST13,4.62168,12.1143,7.90011,17.2034,7.61013,7.18137,5.29265,5.62266,10.9816,7.05486,11.957,7.42534
TXNRD3,1.794257,0.729322,3.840807,1.740649,1.019847,1.09161,0.180545,0.456125024,1.319705839,1.444536,0.547065,1.52467
CHCHD6,7.322186,1.899576,4.492795157,8.315728,6.038222,8.736878,8.691833,7.83259,3.84713835,3.254546,1.986147,7.026148
PLXNA1,0.534298,0.1653748,1.103898,1.1408,1.4070495,0.918941,0.478166,1.08275,0.689903,0.597369,0.488147,1.269637
TPRA1,17.886036,20.282636,16.1001864,26.093395,16.46214,21.240849,16.317299,16.656354,27.10934,23.9826031,17.820303,31.61146
MCM2,6.78285,7.81656,5.24476,2.302953,17.591906,7.10845,4.497103,8.923795,4.048765,11.71459,5.515797,3.318341
ABTB1,111.139628,109.291624,110.650571,167.157126,120.82119,131.244067,113.933338,121.535778,123.757727,162.795814,129.911292,141.434976
MGLL,26.719882,19.20421807,19.858288,10.56692508,25.808538,15.980754,26.780747,18.995022,10.27138587,23.448243,34.662024,30.673092
SEC61A1,111.73146,137.256028,126.0171521,166.881085,147.1963985,119.76432,116.6725,130.5380354,114.631876,116.85305,121.84957,147.103371
RUVBL1,38.766359,29.40632,42.480922,46.173207,60.371505,34.387836,43.109405,32.639076,40.154357,53.88499,28.563919,30.84971
EEFSEC,19.783325,19.844865,21.663442,27.471791,27.936454,21.819247,19.930846,11.243493,27.126754,22.862941,13.588134,20.083371
GATA2,11.579743,15.136426,46.01123,13.686747,30.50988003,3.587659,48.197848,31.67768,6.770218,25.13536324,10.18627617,20.30282013
RPN1,159.419435,182.06982,192.831202,238.90602,203.05394,191.071477,162.632817,149.891459,186.986557,197.76642,211.584327,150.42411
RAB7A,272.58257,341.250714,283.09649,332.866457,289.00259,311.91673,255.98153,191.89985,241.494897,247.45076,266.78339,282.146
ACAD9,17.676743,45.049533,25.55271,28.288251,34.624266,10.958178,22.18578,17.284971,28.210862,34.67837,23.10151,22.045991
GP9,15.8378,15.1415,10.6101,8.28098,5.9115,11.5324,26.3507,27.0219,10.312,10.2109,21.8302,16.1852
ISY1,75.42376,72.9243,86.00695,87.07899,90.10984,102.113859,60.55645,81.27526,77.313501,58.14078,60.72589,64.50641
CNBP,794.4209045,1016.63702,984.6687121,1059.585582,1001.30265,896.101906,677.7632432,718.627864,776.8626712,720.3610861,644.478948,798.78445
COPG1,83.2942,110.661464,76.625158,122.3096,96.11123,73.924675,100.72504,92.18074105,99.590695,112.004286,85.511254,78.29314
HMCES,35.671517,24.06143,24.383453,32.17281,21.769749,29.267261,23.223725,24.59089,30.764214,23.90632,19.679358,31.0634
MBD4,64.539187,54.95517,56.949799,63.290579,79.94729,59.976356,60.011533,47.17869,55.97515001,47.30697,52.52442,47.330143
IFT122,7.81573,5.4147,6.9383325,9.592248,12.4637289,7.646851,16.031261,7.9137691,12.93700696,9.584668,9.243032776,10.69042
PLXND1,26.179115,20.451867,31.127847,30.8495,25.787685,32.7431,22.09989,29.8321,26.020988,16.16296,27.150579,37.08600107
TMCC1,4.973489,9.506699,8.376921,12.219444,11.532097,15.617018,10.365869,8.602659,8.78381,16.384281,7.594046,16.38543
PIK3R4,18.54714018,18.407811,21.79789,13.863804,20.787797,9.0975101,22.37771,22.14796,20.989784,25.1928206,10.520314,22.020752
ATP2C1,28.77900989,24.92435547,22.51893504,24.70532964,34.74633925,22.09031301,28.4890227,29.18806467,31.31260476,28.61534895,24.97521401,28.44306815
ASTE1,31.38899,19.18572,24.53596,24.002021,29.433372,16.114594,21.97646,33.71172,29.76118,36.6112,17.6929,22.49335
NUDT16,10.59686,12.95681,15.65324,8.83184,10.60512,9.42809,13.41868,12.07977,20.73595,12.55151,9.17135,8.77457
MRPL3,85.302729,84.89282,93.847553,105.34765,97.096661,86.83888,70.82648,67.48775,83.65469,81.10811,57.920294,75.992875
DNAJC13,17.651281,19.882047,11.689047,16.344661,14.23073,16.121259,18.305245,21.15465,18.729312,17.424964,8.68143,15.647481
NPHP3,10.323323,6.910863,13.476568,11.6643375,7.0888295,6.246694,12.101095,10.4195345,6.042863,10.919328,6.356097,10.5232179
UBA5,21.84296,28.527328,38.3481,43.72766,37.095141,21.282205,33.509173,26.607514,31.127281,44.64224,17.402254,37.98274
CDV3,67.580897,90.556834,104.830061,117.712144,107.095425,48.288675,23.797169,38.75215,34.323368,33.542236,39.23959,38.497498
TOPBP1,15.534462,10.837981,17.972314,12.421165,11.516186,10.066916,14.451995,19.037381,17.958106,20.17537,9.280577,22.76305
SRPRB,37.899302,27.74666,39.552,53.201992,42.482895,38.12811,31.081752,35.88898,38.231908,47.274689,24.903084,24.36749
RAB6B,0.553656,3.203477,1.00284,1.519965,1.627910001,3.93538,2.203241,2.909104104,1.893584377,1.2516753,1.154735918,1.09652
RYK,7.703555,6.30314,7.81627,10.591214,7.2738465,6.3192337,10.295796,15.534178,9.8577631,10.715808,7.794684,9.440503
ANAPC13,84.79964,69.5754,80.59064,55.63164,107.407631,83.7514,47.4847316,68.179863,69.132736,51.719706,59.66586,83.14566
CEP63,23.9926946,31.892657,25.82493,31.887776,39.498563,40.42533831,31.89551886,26.767561,20.442861,19.2814345,20.48312305,40.029503
PPP2R3A,2.017086,1.370447,1.962698,2.325275,1.007214,3.77463,2.357341,1.127328,2.060103,1.8541,1.157629,4.03892
MSL2,15.93658,7.87784465,17.26051,25.815295,14.02162,32.07577,18.989881,27.18943,21.93037,25.43657,25.77227,33.06894002
PCCB,23.325936,39.38462053,35.8594498,26.91112,41.850798,31.693119,20.863568,18.12033,27.63085413,25.990459,18.539831,29.43227
STAG1,14.520069,12.642859,15.136117,17.614482,16.50361416,16.85167026,21.28509921,12.88566,19.550768,17.524099,16.367476,21.35743
SLC35G2,1.349086,0.564215,0.847023,2.046249,2.22698,0.671213,1.220264,1.001071,1.470491,0.316951862,0.109962,1.466127
NCK1,63.645936,55.766086,61.672465,66.23729,67.10214,50.149893,60.12754,60.393438,54.755397,62.794766,44.118863,49.17208
DBR1,24.26403,22.84073,19.15319,23.789455,17.0834,14.540593,25.198008,19.536886,23.16188,18.247287,12.69722,18.656131
ARMC8,80.88463979,102.83221,64.740543,103.0055201,107.22502,86.983504,75.98038044,72.36746504,69.55908105,77.972374,66.18671,136.953201
MRAS,3.734861,1.027876,3.473672,3.113638,3.549706,2.075329,5.729813,2.156972,2.9020684,4.622171,6.142638,2.339156
CEP70,5.793838,3.852195,6.210534,6.187401,3.1801105,4.973090697,2.739475,3.437988,3.567659,3.830684,2.5894375,2.833887
FAIM,11.103778,5.581975,10.931772,4.21646,12.657232,10.505031,4.665697,13.857591,6.56438,7.464373,3.52525,11.806296
PIK3CB,22.46502999,31.23683459,13.24819954,24.23304967,20.30898311,18.85154701,21.876066,23.53076,17.57285508,24.69790386,13.47635594,29.43699227
MRPS22,54.677625,64.769073,52.016655,54.433807,57.259774,92.126114,44.547434,48.390828,49.504554,47.53364004,51.327336,55.276766
COPB2,117.014642,117.60521,99.676757,106.01284,135.86593,90.195387,129.009821,111.0231372,110.1847195,131.547396,56.882667,93.565556
NMNAT3,1.701714,6.923082,14.61725105,4.444803,11.250258,2.6320721,2.185575,3.07571,0.92437437,7.160224,2.9573803,4.09722
SLC25A36,28.788312,28.943704,24.4636202,38.46330957,33.596821,45.68111,26.843332,35.94094,26.2877706,39.51803443,36.240014,45.221736
ZBTB38,30.24884,24.726822,22.74533,25.6003331,25.120695,23.91225806,47.935813,34.2442836,36.95647309,36.860976,30.69627161,28.395754
RASA2,55.962027,55.039888,58.83877,56.71783,52.8302,33.570201,43.91833,42.77955,43.53341,35.75905,38.56012,57.02886
RNF7,82.911536,55.319187,61.86314,69.121734,51.25868,87.233719,62.630405,75.1402,93.008603,77.00007,75.640433,82.796909
ATP1B3,205.19505,141.444508,209.0594753,210.963238,152.62364,281.76693,160.748878,124.590015,140.52217,226.11841,247.43097,258.73252
TFDP2,37.99907237,30.065596,45.14039,27.614243,22.64962009,14.78855832,29.849875,20.693162,13.5183532,23.9268903,17.50447147,31.366285
GK5,23.349615,18.95598709,28.676384,21.256077,21.950753,21.34367,16.873144,11.146932,12.61445,12.006924,17.355691,16.628607
XRN1,38.874731,58.64559,45.905983,44.178992,43.8332,58.042112,103.60942,63.228114,62.493941,42.251717,63.54932,75.149185
ATR,13.656241,13.64680962,18.8362,16.140802,12.507514,14.245914,20.154043,12.066019,24.118153,15.643563,17.740125,18.052228
U2SURP,44.97087,54.042418,37.174662,55.636779,43.414968,67.765016,43.244308,39.455931,31.026908,46.779201,44.80774,76.505322
CHST2,3.24784,0.560738,3.32602,1.99621,3.36337,4.04256,2.53699,3.5055,6.38489,3.86209,2.87724,3.69797
SLC9A9,28.21168,18.956868,9.70784,16.182015,18.987276,22.73696,32.07026,13.626971,14.249199,21.67338,19.220817,22.941594
PLSCR1,84.18506502,278.964258,134.5049008,125.6025534,141.208543,169.367093,96.636276,102.193521,146.387555,103.16685,110.40386,178.34653
GYG1,94.426836,71.64655,98.78689,93.812252,84.714613,66.143875,76.804388,72.172972,81.294204,87.943598,87.450612,54.4771778
HLTF,6.746937,7.136142,6.853832,9.264856,9.889331608,8.713696,15.979771,7.199394,10.365952,7.794318,4.230883,15.697405
HPS3,28.25752,43.975636,45.561709,56.50041,48.756,47.982026,41.40453,46.518489,41.95653,52.38354,29.33981,39.20624
COMMD2,34.34416,41.90933,39.66995,53.73012,59.865275,49.406154,32.966755,29.527952,37.59565,22.913047,35.47374,33.514712
